	ERR1414009	ERR024924	ERR024916	ERR1413996	ERR1413978	SRR1922795	ERR1414100	ERR1414012	ERR1414018	ERR1414058	SRR1922792	ERR1414031	ERR1414082	ERR1414001	ERR1414016	ERR1414095	ERR1414040	ERR1414027	ERR024903	ERR1414007	ERR1414050	ERR1414065	ERR1414039	ERR024923	ERR024904	ERR028208	ERR1414035	ERR1414033	SRR1922797	SRR1922796	ERR024901	ERR024907	ERR1414060	ERR1413989	ERR1414055	ERR1414048	ERR1413981	ERR024894	ERR1414091	ERR024928	ERR1414084	ERR1414032	ERR1414019	ERR1414067	ERR1414099	ERR1414047	ERR1413982	ERR1413987	ERR1414083	ERR1414028	ERR1414074	ERR1414092	ERR027411	ERR1414010	ERR024920	ERR1414059	ERR1414057	ERR1413984	ERR1414079	ERR024910	ERR1414075	ERR1413980	ERR1414006	ERR1414087	ERR1414086	ERR1414014	ERR1414005	ERR1414004	ERR1414015	ERR1414044	ERR1414071	ERR1414093	ERR1414011	SRR1922793	ERR1414049	ERR1414064	ERR1414076	ERR024929	ERR1413994	ERR1414043	ERR1414077	ERR024914	ERR1414101	ERR1414042	ERR1414017	ERR024921	ERR1414024	ERR1414056	ERR1414072	ERR1414013	ERR024902	ERR1414052	ERR1413983	ERR1414022	ERR1414003	ERR027412	ERR1414026	ERR1414089	ERR1413988	ERR1413993	ERR1414023	ERR1414053	ERR1414070	ERR1414025	ERR024927	ERR024925	ERR1414020	ERR024911	ERR1413991	ERR024915	ERR1413998	ERR1414034	ERR1414085	ERR1414078	ERR1414098	ERR1414045	ERR1414061	ERR1414062	ERR1414036	SRR1922794	ERR024893	ERR1414068	ERR1414094	ERR1414069	ERR1414080	ERR1414002	ERR024908	ERR1414021	ERR1413985	ERR1414037	ERR1414041	ERR1414081	ERR024917	ERR1413990	ERR1413999	ERR1414030	ERR1413992	ERR1414097	ERR1414073	ERR1414090	ERR1414096	ERR024895	ERR1414008	ERR1414051	ERR1414066	ERR1413997	ERR1413995	ERR1414046	ERR1414054	ERR1414063	ERR024930	ERR1414038	ERR024926	ERR1413976	ERR1413979	ERR1413977	ERR1414088	ERR1414029	ERR1414000	ERR1413986
ERR1413980	34	1118	1015	1008	581	273	47	35	35	36	998	34	34	840	33	41	35	33	1086	33	32	32	32	1005	1535	1052	35	33	1003	987	1507	1087	37	1011	121	35	1012	1110	581	1114	34	33	34	33	41	32	1108	1012	8	33	36	1014	1128	34	1097	35	32	1111	38	1087	36	0	34	40	37	33	14	1006	6	33	40	843	35	996	33	843	37	865	18	33	37	42	41	8	33	1131	35	35	37	34	1112	33	579	35	1009	1261	35	36	845	579	32	34	34	33	1003	853	34	587	1106	1531	1010	35	37	38	847	32	37	37	32	987	1473	39	37	40	36	844	1086	35	1012	9	33	37	1145	1010	1012	34	1106	58	33	581	989	1518	6	33	33	1009	16	34	35	33	1011	36	1004	36	841	582	37	34	838	1014
ERR1414006	2	1115	1012	1005	579	266	63	3	3	2	997	4	2	838	3	7	3	3	1082	1	2	2	2	1000	1535	1047	3	3	1002	987	1507	1086	3	1006	90	5	1009	1107	577	1111	4	3	2	1	69	2	1103	1009	36	1	4	1009	1126	4	1093	3	2	1106	8	1083	4	34	0	8	3	3	40	1001	36	3	6	841	3	995	1	841	5	863	38	3	5	31	69	36	1	1129	3	3	5	2	1109	3	578	3	1004	1260	3	4	841	578	2	2	4	3	998	850	4	586	1103	1531	1007	3	5	4	843	2	5	5	2	987	1473	7	5	8	4	842	1086	3	1007	35	1	5	1145	1007	1007	4	1103	24	3	580	987	1518	36	1	3	1006	34	2	3	1	1008	4	999	2	837	578	7	2	834	1009
ERR1414087	8	1116	1014	1007	580	270	59	9	7	8	995	8	6	843	9	5	7	9	1084	7	8	8	8	1002	1535	1041	7	9	1003	990	1508	1086	9	1006	90	9	1009	1108	580	1111	8	7	8	9	65	8	1104	1007	44	7	10	1008	1129	8	1095	9	8	1107	4	1085	8	40	8	0	9	9	46	1003	42	9	8	846	7	998	7	843	7	868	43	7	7	37	61	40	7	1131	7	9	9	8	1110	9	580	9	1005	1258	7	6	842	579	8	6	9	9	1000	855	8	588	1104	1531	1008	9	7	8	840	8	11	7	8	988	1473	7	7	6	6	845	1088	9	1006	41	7	5	1147	1007	1008	10	1103	20	7	580	987	1518	42	7	9	1007	39	6	7	7	1010	8	1001	8	840	580	3	8	839	1008
ERR1414086	3	1115	1013	1006	580	269	62	4	6	3	996	5	5	840	6	6	6	6	1083	4	5	5	5	1002	1535	1045	6	6	1001	988	1507	1088	6	1007	91	8	1010	1107	578	1111	5	6	5	4	68	5	1102	1010	39	4	7	1008	1127	7	1094	6	5	1106	7	1084	5	37	3	9	0	6	43	1002	39	6	7	843	4	996	4	841	8	865	41	6	4	34	68	39	4	1130	6	6	8	3	1109	6	579	6	1003	1259	6	7	841	579	5	5	7	6	999	852	7	587	1103	1531	1008	4	6	7	843	5	8	8	5	988	1473	8	8	9	7	842	1087	6	1007	38	4	8	1146	1008	1008	7	1103	23	6	579	986	1518	39	4	6	1007	37	5	6	4	1009	7	1000	5	837	579	8	3	836	1008
ERR1414014	3	1114	1010	1005	579	265	66	4	4	5	997	3	3	838	2	10	4	2	1081	2	1	1	1	999	1535	1050	4	2	1000	985	1507	1085	6	1008	93	4	1009	1106	580	1110	3	2	1	2	70	1	1104	1009	37	2	5	1011	1124	3	1092	2	1	1107	7	1082	5	33	3	9	6	0	43	1001	35	0	9	841	4	995	2	841	6	861	37	2	6	28	70	37	2	1128	4	2	6	3	1108	2	576	2	1006	1262	4	5	843	578	1	3	3	0	997	848	3	584	1103	1531	1007	4	6	7	845	1	4	6	1	987	1473	8	4	9	3	842	1085	4	1009	38	2	6	1144	1007	1007	1	1103	27	2	580	989	1518	35	2	0	1006	35	3	4	2	1006	5	998	5	839	580	6	3	836	1011
ERR1414005	42	1120	1015	1008	584	281	45	41	41	42	999	44	42	842	41	45	41	41	1087	41	42	42	42	1005	1535	1046	41	41	1004	988	1506	1088	39	1009	119	43	1011	1112	580	1116	44	43	42	41	33	42	1107	1011	6	41	42	1012	1127	42	1096	43	42	1111	46	1088	44	14	40	46	43	43	0	1005	8	43	40	845	43	997	41	844	45	867	30	43	45	52	31	8	41	1132	43	43	43	42	1114	41	582	43	1007	1257	43	42	843	582	42	42	41	43	1003	855	42	590	1108	1531	1010	43	41	40	846	42	41	43	42	988	1473	43	45	46	44	846	1086	39	1010	7	41	43	1147	1010	1010	44	1108	56	41	584	987	1518	8	41	43	1009	24	42	41	41	1011	42	1004	40	839	583	45	42	838	1011
ERR1414004	1002	1098	1000	993	1004	993	1013	1002	1002	1003	996	1002	1001	1005	1000	1003	1001	1000	1064	1001	1000	1000	1000	99	1534	1284	1001	1000	1003	984	1498	1070	1001	996	1019	1001	995	1089	1002	1095	1001	1000	1002	1000	1017	1000	1090	995	1004	1001	1003	998	1089	1001	1069	1002	1000	1093	1002	1062	1003	1006	1001	1003	1002	1001	1005	0	1005	1001	1002	1006	1002	991	1001	1008	1001	1023	1006	1001	1002	1005	1015	1007	1001	1104	1002	1002	1001	1002	1092	1000	1002	1003	995	1242	1002	1002	1008	1001	1000	1002	999	1001	57	1023	1001	1005	1087	1529	995	1002	1002	1003	1010	1000	1003	1002	1000	984	1471	1003	1005	1004	1003	1009	1059	1001	996	1007	1001	1001	1128	996	998	1002	1087	1008	1000	1003	985	1517	1005	1001	1001	994	1005	1002	1002	1001	998	1002	61	1002	1007	1008	1002	1002	1005	997
ERR1414015	36	1119	1014	1007	581	275	51	37	37	38	997	36	36	840	35	43	37	35	1085	35	34	34	34	1004	1535	1052	37	35	1003	986	1507	1086	39	1010	123	37	1011	1111	581	1115	36	35	36	35	35	34	1109	1011	4	35	38	1013	1128	36	1096	37	34	1112	40	1086	38	6	36	42	39	35	8	1005	0	35	42	843	37	995	35	843	39	865	22	35	39	44	35	2	35	1130	37	37	39	36	1113	35	579	37	1008	1261	37	38	845	579	34	36	36	35	1002	853	36	587	1107	1531	1009	37	39	40	847	34	39	39	34	986	1473	41	39	42	38	844	1085	37	1011	3	35	39	1145	1009	1011	36	1107	60	35	581	988	1518	0	35	35	1008	20	36	37	35	1010	38	1003	38	841	582	39	36	838	1013
ERR1414044	3	1114	1010	1005	579	265	66	4	4	5	997	3	3	838	2	10	4	2	1081	2	1	1	1	999	1535	1050	4	2	1000	985	1507	1085	6	1008	93	4	1009	1106	580	1110	3	2	1	2	70	1	1104	1009	37	2	5	1011	1124	3	1092	2	1	1107	7	1082	5	33	3	9	6	0	43	1001	35	0	9	841	4	995	2	841	6	861	37	2	6	28	70	37	2	1128	4	2	6	3	1108	2	576	2	1006	1262	4	5	843	578	1	3	3	0	997	848	3	584	1103	1531	1007	4	6	7	845	1	4	6	1	987	1473	8	4	9	3	842	1085	4	1009	38	2	6	1144	1007	1007	1	1103	27	2	580	989	1518	35	2	0	1006	35	3	4	2	1006	5	998	5	839	580	6	3	836	1011
ERR1414071	6	1115	1013	1006	581	270	57	5	7	6	997	8	6	840	7	5	7	9	1085	7	8	8	8	1001	1535	1041	5	7	1002	989	1506	1088	7	1007	86	9	1010	1107	578	1111	6	9	8	7	63	8	1102	1008	40	7	8	1007	1126	8	1095	9	8	1106	6	1086	8	40	6	8	7	9	40	1002	42	9	0	843	5	997	7	840	9	865	43	9	7	37	63	42	7	1132	9	9	11	6	1109	7	580	9	1002	1256	9	6	839	580	8	8	9	9	999	852	10	588	1103	1531	1007	7	3	6	839	8	7	7	8	989	1473	7	11	6	8	842	1088	5	1008	41	7	5	1148	1008	1008	10	1102	18	7	579	986	1518	42	7	9	1006	37	8	9	7	1009	10	1000	8	837	580	11	6	836	1007
ERR1414093	842	1094	863	856	827	727	859	842	842	843	1002	842	842	35	840	845	843	841	1069	841	840	840	840	1008	1533	1204	842	840	1000	990	1499	1081	842	859	872	842	861	1090	827	1095	841	841	842	840	863	840	1085	862	843	841	842	865	1077	841	1072	842	840	1088	844	1064	843	843	841	846	843	841	845	1006	843	841	843	0	843	998	841	10	843	154	846	841	843	845	862	845	841	1108	843	842	843	842	1090	840	826	843	863	1245	843	843	94	826	840	842	839	841	1004	120	842	833	1084	1527	859	842	843	842	17	840	842	844	840	990	1474	845	844	845	843	10	1043	841	863	845	841	843	1124	859	860	841	1083	855	840	828	993	1515	843	841	841	857	845	842	843	841	858	844	1006	843	88	831	844	842	84	864
ERR1414011	1	1115	1013	1006	581	267	62	2	4	3	997	3	1	840	4	6	2	4	1084	2	3	3	3	1001	1535	1046	2	4	1002	989	1507	1087	6	1007	89	6	1010	1107	580	1111	3	4	3	4	66	3	1102	1009	39	2	5	1008	1128	5	1095	6	3	1106	5	1085	3	35	3	7	4	4	43	1002	37	4	5	843	0	997	2	841	6	865	38	4	6	32	66	37	2	1131	4	6	6	1	1109	4	580	4	1002	1258	4	3	839	580	3	3	5	4	999	852	5	588	1103	1531	1007	2	2	7	841	3	6	4	3	989	1473	6	6	5	5	842	1088	4	1008	38	2	4	1147	1008	1008	5	1102	23	4	580	987	1518	37	2	4	1006	34	3	4	2	1009	5	1000	5	837	580	8	1	836	1007
SRR1922793	996	1076	978	970	999	995	1006	996	996	997	11	996	996	1000	994	998	996	994	1053	995	994	994	994	991	1534	1279	996	994	303	157	1500	1068	996	973	1017	995	972	1065	997	1066	995	994	996	994	1008	994	1062	972	995	995	996	974	1077	995	1041	996	994	1068	997	1039	997	996	995	998	996	995	997	991	995	995	997	998	997	0	995	999	996	1019	998	995	996	999	1007	997	995	1075	996	996	997	996	1066	994	997	997	968	1221	996	997	1010	995	994	996	994	995	985	1013	995	1007	1060	1528	970	996	997	997	1002	994	997	997	994	159	1458	998	999	998	997	999	1025	995	975	997	995	997	1124	971	975	996	1060	999	994	997	166	1515	995	995	995	971	997	996	996	995	972	996	989	996	1003	1003	996	996	1002	974
ERR1414049	1	1115	1012	1005	579	265	64	2	2	3	997	3	1	838	2	8	2	2	1082	0	1	1	1	1000	1535	1048	2	2	1002	987	1507	1086	4	1006	91	4	1009	1107	578	1111	3	2	1	2	68	1	1103	1009	37	0	3	1009	1126	3	1093	4	1	1106	7	1083	3	33	1	7	4	2	41	1001	35	2	7	841	2	995	0	841	6	863	37	2	6	30	68	35	0	1129	2	4	4	1	1109	2	578	2	1004	1260	2	3	841	578	1	1	3	2	998	850	3	586	1103	1531	1007	2	4	5	843	1	4	4	1	987	1473	6	4	7	3	842	1086	2	1007	36	0	4	1145	1007	1007	3	1103	25	2	580	987	1518	35	0	2	1006	33	1	2	0	1008	3	999	3	837	578	6	1	834	1009
ERR1414064	840	1096	865	858	827	729	853	840	842	839	999	838	842	37	840	842	843	841	1070	841	840	840	840	1010	1533	1198	842	840	998	992	1499	1084	840	859	867	840	862	1092	828	1096	839	841	842	840	857	840	1086	862	843	841	842	864	1080	839	1073	840	840	1090	839	1065	839	843	841	843	841	841	844	1008	843	841	840	10	841	999	841	0	841	156	846	839	841	845	857	845	841	1109	841	842	841	840	1092	840	827	843	863	1244	841	841	94	824	840	840	840	841	1006	122	840	834	1086	1527	861	840	840	839	11	840	842	842	840	990	1474	840	842	839	841	8	1045	841	864	843	841	842	1126	859	861	841	1085	849	839	826	991	1515	843	841	841	859	845	840	841	841	860	842	1008	841	84	832	841	840	86	863
ERR1414076	7	1115	1012	1005	579	268	60	8	8	5	995	5	5	840	6	8	6	6	1082	6	5	5	5	1000	1535	1044	6	6	1000	988	1507	1086	6	1006	89	6	1007	1107	580	1110	7	4	7	4	70	5	1105	1006	39	6	9	1009	1127	5	1092	4	5	1108	7	1083	5	37	5	7	8	6	45	1001	39	6	9	843	6	996	6	841	0	865	40	4	8	34	66	41	6	1129	6	6	8	7	1109	6	579	8	1005	1259	6	5	841	578	5	5	7	6	998	852	5	587	1103	1531	1006	6	8	7	841	5	10	6	5	986	1473	8	8	9	7	842	1086	8	1007	38	6	8	1145	1005	1008	7	1102	23	6	580	988	1518	39	6	6	1005	38	5	6	6	1008	7	999	5	839	581	6	7	838	1008
ERR024929	864	1095	882	880	856	757	880	864	864	865	1023	864	864	151	862	867	865	863	1084	863	862	862	862	1022	1528	1154	864	862	1014	1009	1487	1087	864	883	890	864	888	1097	855	1098	863	863	862	862	886	862	1103	890	865	863	865	892	1055	863	1062	862	862	1106	866	1079	865	865	863	868	865	861	867	1023	865	861	865	154	865	1019	863	156	865	0	868	863	865	859	885	867	863	1120	865	862	865	864	1106	862	852	863	887	1209	865	865	133	855	862	864	861	861	1016	72	864	854	1103	1522	882	864	865	864	161	862	862	866	862	1011	1474	867	864	867	863	156	1048	863	891	867	863	865	1139	882	882	861	1102	876	862	856	1015	1514	865	863	861	880	867	864	865	863	881	866	1015	865	127	858	866	864	124	891
ERR1413994	38	1118	1013	1007	586	277	34	39	39	40	1000	38	37	843	37	44	38	37	1086	37	36	36	36	1003	1535	1053	38	37	1006	989	1507	1088	41	1010	124	39	1011	1110	586	1114	38	37	38	37	56	36	1109	1011	24	37	40	1013	1131	38	1097	39	36	1112	41	1087	40	18	38	43	41	37	30	1006	22	37	43	846	38	998	37	846	40	868	0	37	41	44	56	24	37	1130	39	39	41	38	1112	37	584	39	1008	1262	39	39	847	584	36	38	38	37	1001	854	38	590	1107	1531	1009	39	40	42	849	36	41	40	36	989	1473	43	41	43	40	847	1087	39	1011	25	37	40	1145	1009	1011	38	1107	61	37	586	991	1518	22	37	37	1008	6	38	39	37	1009	40	1002	40	844	587	41	38	841	1013
ERR1414043	3	1115	1012	1005	577	265	64	4	4	3	995	1	3	838	2	10	4	2	1081	2	1	1	1	1000	1535	1048	4	2	1000	987	1507	1086	4	1006	91	2	1007	1107	579	1110	3	2	3	2	68	1	1105	1007	37	2	5	1009	1126	1	1092	2	1	1108	5	1082	3	33	3	7	6	2	43	1001	35	2	9	841	4	995	2	839	4	863	37	0	6	30	68	37	2	1128	2	4	4	3	1109	2	577	4	1006	1261	2	3	843	576	1	1	3	2	998	850	1	585	1103	1531	1007	4	6	5	843	1	6	4	1	985	1473	6	4	7	3	840	1085	4	1007	36	2	6	1144	1005	1008	3	1103	25	2	578	987	1518	35	2	2	1006	35	1	2	2	1008	3	999	3	837	579	4	3	836	1009
ERR1414077	5	1114	1013	1006	580	268	62	6	6	5	994	5	7	840	6	6	8	6	1083	6	5	5	5	1001	1535	1044	8	6	1001	988	1508	1085	8	1009	91	8	1010	1106	580	1110	3	6	7	4	68	5	1103	1010	39	6	9	1009	1127	7	1094	6	5	1107	5	1084	7	37	5	7	4	6	45	1002	39	6	7	843	6	996	6	841	8	865	41	6	0	34	66	39	6	1130	8	4	10	5	1108	6	579	8	1005	1259	8	9	843	579	5	7	7	6	999	852	7	587	1102	1531	1008	6	8	9	844	5	10	10	5	988	1473	10	8	9	7	842	1087	8	1009	40	6	8	1146	1008	1010	7	1102	23	6	578	987	1518	39	6	6	1007	39	7	8	6	1009	9	1000	7	839	581	6	5	838	1010
ERR024914	31	1115	1011	1008	582	273	75	32	32	33	1001	31	31	841	30	38	32	30	1083	30	29	29	29	1001	1532	1048	32	30	1006	989	1505	1084	34	1011	116	32	1011	1109	582	1110	31	30	29	30	79	29	1110	1012	46	30	33	1014	1122	31	1090	30	29	1114	35	1082	33	42	31	37	34	28	52	1005	44	28	37	845	32	999	30	845	34	859	44	30	34	0	79	46	30	1128	32	30	34	31	1111	30	578	30	1009	1258	32	33	847	580	29	31	31	28	998	843	31	583	1109	1530	1009	32	34	35	849	29	32	34	29	991	1473	36	32	37	31	846	1083	32	1012	47	30	34	1147	1009	1010	29	1109	55	30	582	994	1518	44	30	28	1008	44	31	32	30	1007	33	999	33	843	583	34	31	840	1013
ERR1414101	67	1128	1023	1016	602	303	46	66	66	67	1001	67	67	860	68	62	66	68	1095	68	69	69	69	1015	1535	1021	66	68	1008	997	1506	1096	66	1015	129	68	1017	1121	600	1123	67	68	69	70	26	69	1114	1015	35	68	69	1014	1139	67	1103	70	69	1120	63	1098	65	41	69	61	68	70	31	1015	35	70	63	862	66	1007	68	857	66	885	56	68	66	79	0	33	68	1139	68	70	64	67	1123	68	601	70	1011	1247	68	65	855	600	69	67	68	70	1013	873	67	610	1116	1531	1017	66	64	65	852	69	66	66	69	995	1474	62	68	63	67	859	1095	66	1015	34	68	64	1159	1016	1017	69	1115	57	68	599	990	1518	35	68	70	1016	50	67	66	68	1019	67	1014	67	852	602	64	67	856	1014
ERR1414042	36	1120	1016	1009	583	277	51	37	35	38	997	38	36	842	37	43	37	37	1087	35	36	36	36	1006	1535	1050	37	37	1005	988	1508	1086	39	1010	121	39	1013	1112	581	1116	38	37	36	37	35	36	1108	1013	6	35	38	1013	1130	38	1098	39	36	1111	42	1088	38	8	36	40	39	37	8	1007	2	37	42	845	37	997	35	845	41	867	24	37	39	46	33	0	35	1132	37	37	39	36	1114	37	581	37	1008	1259	37	38	845	581	36	36	38	37	1004	855	38	589	1108	1531	1011	37	39	40	847	36	39	39	36	988	1473	41	37	42	38	846	1087	37	1011	3	35	39	1147	1011	1011	38	1108	60	37	583	988	1518	2	35	37	1010	20	36	37	35	1012	38	1005	38	841	582	39	36	838	1013
ERR1414017	1	1115	1012	1005	579	265	64	2	2	3	997	3	1	838	2	8	2	2	1082	0	1	1	1	1000	1535	1048	2	2	1002	987	1507	1086	4	1006	91	4	1009	1107	578	1111	3	2	1	2	68	1	1103	1009	37	0	3	1009	1126	3	1093	4	1	1106	7	1083	3	33	1	7	4	2	41	1001	35	2	7	841	2	995	0	841	6	863	37	2	6	30	68	35	0	1129	2	4	4	1	1109	2	578	2	1004	1260	2	3	841	578	1	1	3	2	998	850	3	586	1103	1531	1007	2	4	5	843	1	4	4	1	987	1473	6	4	7	3	842	1086	2	1007	36	0	4	1145	1007	1007	3	1103	25	2	580	987	1518	35	0	2	1006	33	1	2	0	1008	3	999	3	837	578	6	1	834	1009
ERR024921	1130	1137	1058	1058	1129	1113	1138	1131	1130	1130	1079	1129	1130	1106	1128	1132	1130	1128	839	1129	1128	1128	1128	1098	1527	1332	1130	1128	1077	1069	1485	953	1130	1060	1147	1129	1052	1134	1127	1138	1129	1128	1129	1128	1141	1128	1137	1052	1131	1129	1130	1054	967	1129	856	1128	1128	1139	1130	831	1130	1131	1129	1131	1130	1128	1132	1104	1130	1128	1132	1108	1131	1075	1129	1109	1129	1120	1130	1128	1130	1128	1139	1132	1129	0	1129	1129	1130	1130	1140	1128	1127	1130	1056	1198	1129	1131	1112	1126	1128	1129	1128	1128	1095	1117	1128	1134	1136	1519	1059	1130	1132	1131	1111	1128	1131	1130	1128	1069	1434	1132	1131	1132	1129	1108	873	1130	1054	1131	1129	1131	863	1058	1060	1129	1135	1133	1128	1127	1073	1510	1130	1129	1128	1058	1131	1129	1129	1129	1053	1129	1097	1129	1113	1131	1129	1130	1112	1054
ERR1414024	3	1116	1013	1006	579	265	62	4	4	3	996	3	3	840	4	10	4	4	1082	2	3	3	3	1001	1535	1046	4	4	1000	988	1507	1087	4	1005	91	2	1008	1108	579	1111	5	4	3	4	66	3	1104	1008	39	2	5	1008	1127	3	1093	4	3	1107	7	1083	3	35	3	7	6	4	43	1002	37	4	9	843	4	996	2	841	6	865	39	2	8	32	68	37	2	1129	0	6	4	3	1110	4	579	4	1005	1260	0	3	843	578	3	1	5	4	999	852	3	587	1104	1531	1008	4	6	5	843	3	6	4	3	986	1473	6	4	7	3	840	1086	4	1006	36	2	6	1145	1006	1007	5	1104	23	4	580	986	1518	37	2	4	1007	35	1	2	2	1009	1	1000	3	837	579	6	3	836	1008
ERR1414056	5	1114	1011	1006	580	267	66	6	4	5	996	5	5	839	4	10	6	4	1082	4	3	3	3	1000	1535	1048	6	4	1001	986	1508	1084	6	1009	91	6	1010	1106	580	1110	5	4	3	2	72	3	1104	1010	37	4	7	1012	1125	5	1093	2	3	1107	9	1083	7	35	3	9	6	2	43	1002	37	2	9	842	6	996	4	842	6	862	39	4	4	30	70	37	4	1129	6	0	8	5	1108	4	577	4	1007	1261	6	7	844	579	3	5	5	2	998	849	5	585	1103	1531	1008	6	8	7	846	3	6	8	3	988	1473	10	4	11	5	843	1086	6	1010	38	4	8	1145	1008	1008	3	1103	27	4	581	990	1518	37	4	2	1007	37	5	6	4	1007	7	999	5	840	581	6	5	837	1012
ERR1414072	5	1117	1013	1006	580	268	62	6	6	5	995	5	5	840	6	12	6	6	1083	4	5	5	5	1001	1535	1044	6	6	1002	989	1507	1088	4	1005	89	6	1008	1109	580	1112	7	6	5	6	66	5	1105	1007	39	4	7	1008	1128	5	1094	6	5	1108	9	1084	5	37	5	9	8	6	43	1001	39	6	11	843	6	997	4	841	8	865	41	4	10	34	64	39	4	1130	4	8	0	5	1111	6	580	6	1005	1257	4	5	843	579	5	3	5	6	999	852	5	588	1105	1531	1008	6	8	7	841	5	8	6	5	987	1474	6	6	7	5	842	1087	6	1006	38	4	6	1146	1006	1007	7	1105	27	6	581	986	1518	39	4	6	1007	37	3	4	4	1009	5	1000	5	837	580	8	5	836	1008
ERR1414013	0	1115	1013	1006	580	266	63	1	3	2	996	2	2	839	3	7	3	3	1083	1	2	2	2	1001	1535	1047	3	3	1001	988	1507	1087	5	1007	90	5	1010	1107	579	1111	2	3	2	3	67	2	1102	1010	38	1	4	1008	1127	4	1094	5	2	1106	6	1084	2	34	2	8	3	3	42	1002	36	3	6	842	1	996	1	840	7	864	38	3	5	31	67	36	1	1130	3	5	5	0	1109	3	579	3	1003	1259	3	4	840	579	2	2	4	3	999	851	4	587	1103	1531	1008	1	3	6	842	2	5	5	2	988	1473	5	5	6	4	841	1087	3	1008	37	1	5	1146	1008	1008	4	1103	24	3	579	986	1518	36	1	3	1007	34	2	3	1	1009	4	1000	4	836	579	7	0	835	1008
ERR024902	1109	92	1035	1033	1104	1091	1120	1109	1109	1110	1069	1109	1109	1090	1108	1110	1109	1108	1081	1109	1108	1108	1108	1095	1532	1317	1109	1108	1074	1061	1505	1121	1110	1036	1126	1109	1032	48	1101	77	1108	1108	1109	1108	1123	1108	52	1033	1113	1109	1110	1034	1121	1109	1094	1109	1108	90	1109	1092	1110	1112	1109	1110	1109	1108	1114	1092	1113	1108	1109	1090	1109	1066	1109	1092	1109	1106	1112	1109	1108	1111	1123	1114	1109	1140	1110	1108	1111	1109	0	1108	1100	1109	1031	1249	1110	1110	1092	1100	1108	1110	1108	1108	1092	1094	1109	1102	54	1524	1033	1109	1109	1111	1094	1108	1110	1110	1108	1062	1473	1111	1111	1111	1110	1092	1101	1109	1033	1115	1109	1110	1150	1035	1036	1109	51	1114	1108	1100	1065	1519	1113	1109	1108	1033	1112	1110	1110	1109	1031	1110	1094	1110	1094	1108	1109	1109	1093	1034
ERR1414052	3	1114	1011	1004	578	265	64	4	2	5	996	3	3	837	0	10	4	2	1081	2	1	1	1	999	1535	1048	2	0	1001	986	1507	1085	6	1007	91	4	1008	1106	578	1110	3	2	3	2	68	1	1104	1008	37	2	3	1010	1124	3	1092	4	1	1107	7	1082	5	33	3	9	6	2	41	1000	35	2	7	840	4	994	2	840	6	862	37	2	6	30	68	37	2	1128	4	4	6	3	1108	0	577	4	1005	1260	4	5	842	577	1	3	3	2	997	849	3	585	1102	1531	1006	4	6	7	844	1	4	4	1	986	1473	8	6	9	5	841	1085	2	1008	38	2	6	1144	1006	1008	3	1102	25	2	579	988	1518	35	2	2	1005	33	3	4	2	1007	5	998	5	838	579	6	3	835	1010
ERR1413983	579	1108	1007	1001	16	615	600	579	579	579	999	578	579	821	577	581	580	578	1097	578	577	577	577	1003	1536	1161	579	577	1002	989	1506	1090	579	1003	625	578	1008	1099	17	1105	578	577	577	577	597	577	1096	1008	580	578	580	1010	1118	577	1098	576	577	1098	579	1095	580	579	578	580	579	576	582	1002	579	576	580	826	580	997	578	827	579	852	584	577	579	578	601	581	578	1127	579	577	580	579	1100	577	0	578	1002	1259	579	579	830	15	577	578	577	576	1001	837	578	51	1096	1531	1003	580	580	579	831	577	578	580	577	990	1475	580	579	581	577	826	1079	578	1008	580	578	580	1152	1002	1002	577	1095	589	577	17	992	1521	579	578	576	1002	582	578	579	578	1001	580	1002	579	824	18	578	579	821	1010
ERR1414022	3	1116	1012	1007	581	267	66	4	4	5	999	5	3	840	4	10	4	4	1082	2	3	3	3	1001	1535	1048	4	4	1002	987	1507	1087	6	1008	93	6	1011	1108	580	1112	5	4	1	4	70	3	1104	1011	39	2	5	1011	1124	5	1092	4	3	1107	9	1083	5	35	3	9	6	2	43	1003	37	2	9	843	4	997	2	843	8	863	39	4	8	30	70	37	2	1130	4	4	6	3	1109	4	578	0	1006	1260	4	5	843	580	3	3	5	2	999	850	5	584	1105	1531	1009	4	6	7	845	3	4	6	3	989	1473	8	4	9	3	844	1087	4	1009	38	2	6	1145	1009	1007	3	1105	27	4	582	989	1518	37	2	2	1008	35	3	4	2	1008	5	1000	5	839	580	8	3	836	1011
ERR1414003	1003	1042	61	50	1001	950	1010	1003	1005	1004	969	1005	1003	861	1005	1001	1003	1005	1029	1004	1005	1005	1005	995	1534	1274	1003	1005	973	953	1510	1033	1005	48	1018	1006	101	1028	999	1033	1004	1005	1005	1005	1013	1005	1024	101	1008	1004	1005	98	1045	1006	1038	1007	1005	1028	1004	1026	1004	1009	1004	1005	1003	1006	1007	995	1008	1006	1002	863	1002	968	1004	863	1005	887	1008	1006	1005	1009	1011	1008	1004	1056	1005	1007	1005	1003	1031	1005	1002	1006	0	1223	1005	1004	863	999	1005	1005	1005	1006	993	876	1006	1006	1028	1529	52	1003	1002	1004	862	1005	1004	1004	1005	953	1474	1004	1008	1004	1006	863	1021	1004	100	1008	1004	1003	1093	53	50	1005	1024	1004	1005	1000	952	1515	1008	1004	1006	48	1006	1005	1005	1004	49	1005	994	1005	860	1003	1007	1003	861	98
